Id,tipo_moradia,localizacao,andares,nota_casa,ano_contrucao,banheiros,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote (n útil)
2576,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,7,1925,3,0.0,1,2.0,1601,7288
2577,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1923,3,,1,2.0,1828,9060
2578,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,7,1922,2,1.0,1,1.0,816,3672
2579,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,4,1939,1,1.0,1,1.0,845,11067
2580,C (all),Iowa DOT and Rail Road,2 andares,6,1895,4,0.0,2,2.0,1991,8250
2581,C (all),Iowa DOT and Rail Road,1 andar,6,1957,3,2.0,1,2.0,1073,6565
2582,C (all),Iowa DOT and Rail Road,1 andar,9,1930,2,1.0,1,1.0,1001,6060
2583,Densidade Residencial Média,Crawford,1 andar,5,2006,2,2.0,1,4.0,1625,5568
2584,Densidade Residencial Baixa,Mitchell,2 andares,6,1979,2,2.0,1,3.0,1299,12150
2585,Densidade Residencial Baixa,Mitchell,1 andar,5,2002,3,3.0,1,2.0,1392,10000
2586,Densidade Residencial Baixa,Mitchell,1 andar,5,2002,1,2.0,1,3.0,1409,12864
2587,Densidade Residencial Baixa,Mitchell,1 andar,5,1991,3,2.0,1,3.0,1478,9928
2588,Densidade Residencial Baixa,Mitchell,2 andares,6,1975,3,1.0,0,2.0,918,8750
2589,Densidade Residencial Baixa,Mitchell,2 andares,6,1974,2,2.0,1,2.0,1026,8410
2590,Densidade Residencial Baixa,Timberland,1 andar,6,1987,2,2.0,1,3.0,1501,4054
2591,Densidade Residencial Baixa,Timberland,1 andar,8,1958,4,2.0,1,3.0,2279,19958
2592,Densidade Residencial Baixa,Timberland,1 andar,5,2006,3,2.0,1,2.0,1689,8368
2593,Densidade Residencial Baixa,Timberland,1 andar,5,2006,2,2.0,1,2.0,1564,8298
2594,Densidade Residencial Baixa,Timberland,1 andar,7,1985,3,2.0,1,3.0,1240,10331
2595,Densidade Residencial Baixa,Timberland,1 andar,5,2001,2,2.0,1,2.0,1312,6718
2596,Densidade Residencial Baixa,Timberland,1 andar,5,2002,2,3.0,1,3.0,1922,11305
2597,Densidade Residencial Baixa,Timberland,1 andar,5,1996,3,2.0,1,2.0,1491,7777
2598,Densidade Residencial Baixa,Timberland,2 andares,5,2003,5,2.0,1,5.0,2486,11800
2599,Densidade Residencial Baixa,Timberland,1 andar,5,2006,3,3.0,1,2.0,1824,12633
2600,Densidade Residencial Baixa,Mitchell,1 andar,5,1953,2,4.0,1,1.0,2034,43500
2601,Densidade Residencial Média,Mitchell,2 andares,5,1996,0,2.0,1,3.0,936,6710
2602,Densidade Residencial Média,Meadow Village,2 andares,4,1972,3,1.0,1,2.0,1092,1504
2603,Densidade Residencial Média,Meadow Village,2 andares,5,1970,2,1.0,1,2.0,992,1533
2604,Densidade Residencial Média,Meadow Village,2 andares,6,1970,3,0.0,1,2.0,1092,1495
2605,Densidade Residencial Média,Meadow Village,2 andares,3,1976,3,1.0,1,2.0,1092,1890
2606,Densidade Residencial Baixa,Mitchell,2 andares,5,1977,1,2.0,1,2.0,1008,9129
2607,Densidade Residencial Baixa,Mitchell,2 andares,6,1977,3,2.0,1,4.0,1356,15957
2608,Densidade Residencial Baixa,Mitchell,1 andar,6,1977,3,2.0,1,3.0,1676,33983
2609,Densidade Residencial Baixa,Mitchell,2 andares,7,1977,3,2.0,1,3.0,1432,8286
2610,Densidade Residencial Baixa,Mitchell,2 andares,7,1971,2,0.0,1,2.0,796,6723
2611,Densidade Residencial Baixa,Mitchell,1 andar,3,1961,3,1.0,1,1.0,1608,27697
2612,Densidade Residencial Baixa,Mitchell,1 andar,6,1976,3,2.0,1,3.0,1178,11000
2613,Densidade Residencial Baixa,Mitchell,1 andar,7,1983,2,1.0,1,2.0,816,11625
2614,Densidade Residencial Baixa,Mitchell,1 andar,6,1984,3,1.0,1,2.0,887,10447
2615,Densidade Residencial Baixa,NAmes,1 andar,5,1954,2,2.0,1,3.0,1293,11027
2616,Densidade Residencial Baixa,NAmes,1 andar,6,1956,2,1.0,1,2.0,1024,10533
2617,Densidade Residencial Baixa,NAmes,1 andar,5,1957,3,3.0,1,2.0,1797,11765
2618,Densidade Residencial Baixa,NAmes,1 andar,6,1957,1,2.0,1,3.0,1390,39384
2619,Densidade Residencial Baixa,NAmes,1 andar,6,1969,3,2.0,1,2.0,1851,11727
2620,Densidade Residencial Baixa,Gilbert,2 andares,5,1997,3,2.0,1,4.0,1525,8238
2621,Densidade Residencial Baixa,Gilbert,2 andares,5,1995,3,2.0,1,3.0,1671,13041
2622,Densidade Residencial Baixa,Gilbert,2 andares,5,1996,3,2.0,1,3.0,1776,9783
2623,Densidade Residencial Baixa,Gilbert,2 andares,5,2005,4,2.0,1,3.0,2064,13128
2624,Densidade Residencial Baixa,Gilbert,2 andares,5,2005,3,3.0,1,4.0,2212,13751
2625,Densidade Residencial Baixa,Stone Brook,2 andares,5,1994,4,2.0,1,3.0,2687,13108
2626,Densidade Residencial Baixa,Gilbert,1 andar,6,1993,3,2.0,1,3.0,1169,8076
2627,Densidade Residencial Baixa,Stone Brook,1 andar,5,1987,2,2.0,1,2.0,1204,3701
2628,Densidade Residencial Baixa,Stone Brook,2 andares,5,2005,3,3.0,1,5.0,2798,16023
2629,Densidade Residencial Baixa,Stone Brook,2 andares,5,2006,5,3.0,1,4.0,3390,18062
2630,Densidade Residencial Baixa,Stone Brook,2 andares,5,2006,4,3.0,1,3.0,2473,12292
2631,Densidade Residencial Baixa,Stone Brook,2 andares,5,2006,4,3.0,1,4.0,2698,16052
2632,Densidade Residencial Baixa,Stone Brook,2 andares,5,2005,4,3.0,1,4.0,2795,15922
2633,Densidade Residencial Baixa,Stone Brook,1 andar,5,2005,2,2.0,1,3.0,1714,8147
2634,Densidade Residencial Baixa,Stone Brook,1 andar,5,2005,3,3.0,1,4.0,2000,18261
2635,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1980,2,2.0,1,2.0,1102,10464
2636,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1978,4,2.0,1,3.0,1857,10530
2637,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1976,2,2.0,1,2.0,1083,9927
2638,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,3,2.0,1,4.0,2318,9512
2639,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1975,3,2.0,1,3.0,1875,10530
2640,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1974,3,2.0,1,2.0,1103,10000
2641,Densidade Residencial Baixa,NAmes,1 andar,4,1971,3,2.0,1,2.0,874,7200
2642,Densidade Residencial Alta,NAmes,1 andar,5,2002,2,2.0,1,3.0,1419,8773
2643,Densidade Residencial Média,Briardale,2 andares,5,1973,3,2.0,1,2.0,1092,2760
2644,Densidade Residencial Média,Briardale,2 andares,6,1973,3,2.0,1,2.0,1365,2160
2645,Densidade Residencial Média,Briardale,2 andares,7,1972,3,1.0,1,2.0,1030,1890
2646,Densidade Residencial Média,Briardale,2 andares,5,1972,2,1.0,1,2.0,948,1680
2647,Densidade Residencial Média,Briardale,2 andares,5,1972,3,1.0,1,2.0,1092,1680
2648,Densidade Residencial Baixa,Northpark Villa,1 andar,5,1975,2,2.0,1,3.0,1069,4043
2649,Densidade Residencial Baixa,NAmes,1 andar,7,1967,3,1.0,1,2.0,1387,7514
2650,Densidade Residencial Baixa,Northpark Villa,1 andar,7,1976,2,1.0,1,3.0,1055,2280
2651,Densidade Residencial Baixa,Northpark Villa,2 andares,5,1976,3,2.0,1,3.0,1456,2179
2652,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2006,4,3.0,1,4.0,2589,16387
2653,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2004,2,3.0,1,2.0,1618,16163
2654,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,4,3.0,1,2.0,1740,12228
2655,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,2,3.0,1,3.0,1868,14780
2656,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,4,3.0,1,3.0,2206,13975
2657,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,3,2.0,1,4.0,2091,9942
2658,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,3,2.0,1,3.0,2253,12867
2659,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2006,4,3.0,1,3.0,2389,10672
2660,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,4,3.0,1,4.0,2358,11643
2661,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,2,3.0,1,3.0,1792,13758
2662,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2004,2,3.0,1,3.0,1780,14828
2663,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2004,3,3.0,1,4.0,1914,13215
2664,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,2,2.0,1,3.0,1565,5911
2665,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,1,3.0,1,3.0,1686,7740
2666,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,2,2.0,1,3.0,1666,6373
2667,Densidade Residencial Baixa,Gilbert,2 andares,5,2005,3,2.0,1,3.0,1456,10237
2668,Densidade Residencial Baixa,Gilbert,2 andares,5,2006,3,2.0,1,3.0,1492,10237
2669,Densidade Residencial Baixa,Gilbert,1 andar,5,2006,3,2.0,1,2.0,1326,11660
2670,Densidade Residencial Baixa,Gilbert,2 andares,5,2004,4,3.0,1,3.0,2373,11631
2671,Densidade Residencial Baixa,Gilbert,2 andares,5,2006,3,2.0,1,3.0,1492,9073
2672,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2006,2,2.0,1,3.0,1364,3087
2673,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2002,2,2.0,1,3.0,1511,2938
2674,Densidade Residencial Média,Bloomington Heights,1 andar,5,2004,2,2.0,1,3.0,1548,3072
2675,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2005,2,2.0,1,2.0,1142,3010
2676,Densidade Residencial Baixa,Gilbert,2 andares,5,2004,3,2.0,1,3.0,1598,9171
2677,Densidade Residencial Baixa,Gilbert,2 andares,5,2000,3,2.0,1,3.0,1889,8658
2678,Densidade Residencial Baixa,Gilbert,2 andares,5,2006,4,3.0,1,4.0,2322,12104
2679,Densidade Residencial Baixa,Northridge,2 andares,5,1998,3,3.0,1,4.0,1976,9660
2680,Densidade Residencial Baixa,Northridge,2 andares,5,2000,3,3.0,1,4.0,2234,9545
2681,Densidade Residencial Baixa,Northridge,2 andares,5,2000,4,3.0,1,4.0,2855,9233
2682,Densidade Residencial Baixa,Northridge,2 andares,5,1995,4,3.0,1,3.0,2726,10019
2683,Densidade Residencial Baixa,Northridge,2 andares,5,1993,4,3.0,1,5.0,3500,17242
2684,Densidade Residencial Baixa,Northridge,2 andares,5,1994,4,3.0,1,4.0,2494,10236
2685,Densidade Residencial Baixa,Northridge,2 andares,5,1993,3,3.0,1,4.0,2799,12585
2686,Densidade Residencial Baixa,Somerset,2 andares,5,2005,3,2.0,1,3.0,1964,12447
2687,Densidade Residencial Baixa,Somerset,1 andar,5,2006,2,3.0,1,4.0,1670,15218
2688,Densidade Residencial Baixa,Somerset,1 andar,5,2006,3,2.0,1,2.0,1504,10936
2689,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,2,2.0,1,2.0,1278,8640
2690,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2006,3,3.0,1,5.0,2640,13162
2691,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,3,2.0,1,3.0,1716,8125
2692,Densidade Residencial Baixa,Sawyer West,1 andar,5,2005,3,0.0,1,2.0,1142,7733
2693,Densidade Residencial Baixa,Sawyer West,1 andar,5,2005,3,2.0,1,2.0,1400,11024
2694,Densidade Residencial Baixa,Sawyer West,1 andar,5,2005,3,0.0,1,2.0,1131,13072
2695,Densidade Residencial Baixa,Sawyer West,2 andares,5,2005,3,2.0,1,3.0,1686,7800
2696,Densidade Residencial Baixa,Sawyer West,2 andares,5,2005,3,2.0,1,3.0,1585,7632
2697,Densidade Residencial Baixa,Sawyer West,2 andares,5,1997,3,2.0,1,3.0,1837,8304
2698,Densidade Residencial Baixa,Sawyer West,2 andares,5,1992,3,2.0,1,4.0,1731,9370
2699,Densidade Residencial Baixa,Sawyer West,1 andar,5,1990,2,2.0,1,3.0,1398,7175
2700,Densidade Residencial Baixa,Sawyer West,1 andar,5,1991,2,2.0,1,2.0,1217,7175
2701,Densidade Residencial Baixa,Sawyer West,2 andares,5,1994,3,2.0,1,3.0,1320,9019
2702,Densidade Residencial Baixa,Sawyer,1 andar,4,1962,3,2.0,1,2.0,988,9100
2703,Densidade Residencial Média,Sawyer,2 andares,6,1977,4,2.0,2,2.0,1654,8927
2704,Densidade Residencial Baixa,Sawyer,1 andar,6,1962,2,2.0,1,1.0,1211,9240
2705,Densidade Residencial Baixa,Sawyer,1 andar,5,1965,3,1.0,1,1.0,984,9308
2706,Densidade Residencial Baixa,Sawyer,1 andar,6,1968,3,1.0,1,1.0,909,8450
2707,Densidade Residencial Baixa,Sawyer,1 andar,6,1963,2,2.0,1,2.0,925,8638
2708,Densidade Residencial Baixa,Sawyer,1 andar,6,1965,3,1.0,1,2.0,1024,13052
2709,Densidade Residencial Baixa,Sawyer,1 andar,6,1964,3,0.0,1,1.0,912,8020
2710,Densidade Residencial Baixa,Sawyer,1 andar,6,1967,3,1.0,1,1.0,941,8789
2711,Densidade Residencial Baixa,Veenker,2 andares,4,1974,3,2.0,1,5.0,2646,14330
2712,Densidade Residencial Baixa,Northridge,2 andares,5,1992,3,3.0,1,4.0,2826,11025
2713,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2004,1,2.0,1,2.0,1143,3628
2714,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,2,2.0,1,3.0,1223,2544
2715,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2000,2,2.0,1,3.0,1524,2998
2716,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2003,2,2.0,1,3.0,1080,4447
2717,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1997,3,1.0,1,3.0,1694,8314
2718,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2001,3,2.0,1,2.0,1568,7180
2719,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1972,2,2.0,1,3.0,1193,13110
2720,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1967,3,2.0,1,3.0,1334,10140
2721,Densidade Residencial Baixa,NAmes,1 andar,5,1968,3,2.0,1,2.0,1051,9600
2722,Densidade Residencial Baixa,NAmes,2 andares,5,1968,4,2.0,1,3.0,1770,8640
2723,Densidade Residencial Baixa,NAmes,1 andar,7,1968,2,2.0,1,2.0,976,9360
2724,Densidade Residencial Baixa,NAmes,2 andares,6,1968,3,1.0,1,2.0,898,8400
2725,Densidade Residencial Baixa,NAmes,1 andar,5,1966,3,1.0,1,2.0,1051,9759
2726,Densidade Residencial Baixa,NAmes,2 andares,7,1967,3,1.0,1,2.0,1141,9600
2727,Densidade Residencial Baixa,NAmes,1 andar,7,1965,3,1.0,1,3.0,1565,8800
2728,Densidade Residencial Baixa,NAmes,1 andar,6,1964,3,2.0,1,3.0,1488,10368
2729,Densidade Residencial Baixa,NAmes,2 andares,6,1964,4,2.0,1,2.0,1440,9350
2730,Densidade Residencial Baixa,NAmes,1 andar,7,1960,3,1.0,1,2.0,1248,10800
2731,Densidade Residencial Baixa,NAmes,1 andar,8,1934,2,1.0,1,2.0,816,8550
2732,Densidade Residencial Baixa,NAmes,1 andar,7,1947,2,1.0,1,1.0,1043,9724
2733,Densidade Residencial Baixa,NAmes,1 andar,6,1961,3,2.0,1,2.0,1433,9600
2734,Densidade Residencial Baixa,NAmes,1 andar,6,1952,2,1.0,1,2.0,1624,10858
2735,Densidade Residencial Baixa,NAmes,1 andar,5,1951,3,1.0,1,2.0,1216,9600
2736,Densidade Residencial Baixa,NAmes,2 andares,6,1949,3,1.0,1,2.0,1728,9462
2737,Densidade Residencial Baixa,NAmes,1 andar,6,1954,2,1.0,1,1.0,936,9888
2738,Densidade Residencial Baixa,NAmes,1 andar,5,1967,4,2.0,2,2.0,1584,8917
2739,Densidade Residencial Baixa,NAmes,2 andares,5,1964,3,2.0,1,2.0,1246,12700
2740,Densidade Residencial Baixa,NAmes,1 andar,7,1963,2,2.0,1,1.0,1008,9723
2741,Densidade Residencial Baixa,NAmes,1 andar,5,1957,3,1.0,1,2.0,1364,8400
2742,Densidade Residencial Baixa,NAmes,1 andar,6,1958,3,2.0,1,2.0,1336,9610
2743,Densidade Residencial Baixa,NAmes,2 andares,6,1956,3,1.0,1,2.0,1370,10000
2744,Densidade Residencial Baixa,NAmes,1 andar,6,1956,3,1.0,1,2.0,1124,10152
2745,Densidade Residencial Baixa,NAmes,1 andar,8,1954,3,1.0,1,2.0,1050,8092
2746,Densidade Residencial Baixa,NAmes,1 andar,6,1952,2,1.0,1,2.0,1008,12778
2747,Densidade Residencial Baixa,NAmes,1 andar,6,1951,2,2.0,1,2.0,1575,10170
2748,Densidade Residencial Baixa,NAmes,2 andares,7,1956,3,2.0,1,1.0,1145,7700
2749,Densidade Residencial Baixa,NAmes,1 andar,5,1956,2,1.0,1,1.0,1005,11050
2750,Densidade Residencial Baixa,NAmes,1 andar,6,1955,3,1.0,1,3.0,1056,13600
2751,Densidade Residencial Baixa,NAmes,1 andar,6,1951,2,1.0,1,2.0,884,15428
2752,Densidade Residencial Baixa,NAmes,1 andar,5,1941,3,3.0,1,3.0,2039,21299
2753,Densidade Residencial Baixa,NAmes,1 andar,5,1956,2,2.0,1,2.0,1384,13300
2754,Densidade Residencial Baixa,Old Town,2 andares,5,1925,5,3.0,1,5.0,2640,22136
2755,Densidade Residencial Baixa,NAmes,2 andares,6,1947,3,2.0,1,2.0,1312,7500
2756,Densidade Residencial Baixa,Old Town,1 andar,8,1930,2,1.0,1,1.0,713,10410
2757,Densidade Residencial Baixa,NAmes,1 andar,3,1929,2,2.0,1,1.0,715,10914
2758,Densidade Residencial Baixa,Old Town,2 andares,8,1900,1,1.0,1,1.0,720,7008
2759,Densidade Residencial Baixa,Old Town,2 andares,8,1915,3,2.0,1,2.0,1595,7200
2760,Densidade Residencial Baixa,Old Town,2 andares,4,1910,4,2.0,1,2.0,1760,10818
2761,Densidade Residencial Baixa,NAmes,2 andares,5,1963,3,1.0,1,2.0,1146,10184
2762,Densidade Residencial Baixa,NAmes,1 andar,5,1962,3,1.0,1,2.0,1207,9510
2763,Densidade Residencial Baixa,NAmes,1 andar,6,1961,3,2.0,1,3.0,1773,10800
2764,Densidade Residencial Baixa,NAmes,1 andar,5,1959,2,2.0,1,2.0,1472,11650
2765,Densidade Residencial Baixa,NAmes,2 andares,8,1962,3,2.0,1,4.0,2448,18275
2766,Densidade Residencial Baixa,NAmes,2 andares,6,1950,3,1.0,1,2.0,1521,12144
2767,Densidade Residencial Baixa,NAmes,1 andar,4,1950,2,2.0,2,2.0,1040,8544
2768,Densidade Residencial Baixa,NAmes,1 andar,5,1960,4,0.0,2,2.0,1556,8512
2769,Densidade Residencial Baixa,NAmes,1 andar,4,1961,3,1.0,1,1.0,1150,7000
2770,Densidade Residencial Baixa,NAmes,1 andar,6,1962,3,2.0,1,2.0,1045,7400
2771,Densidade Residencial Baixa,NAmes,1 andar,6,1962,3,1.0,1,2.0,864,7000
2772,Densidade Residencial Baixa,NAmes,2 andares,5,1962,3,0.0,1,2.0,1025,7000
2773,Densidade Residencial Média,Old Town,2 andares,8,1900,5,2.0,1,2.0,2014,9856
2774,Densidade Residencial Média,Old Town,2 andares,6,1948,3,1.0,1,2.0,1668,9600
2775,Densidade Residencial Média,Old Town,2 andares,6,1920,4,1.0,1,1.0,1657,5520
2776,Densidade Residencial Média,Old Town,2 andares,8,1900,3,2.0,1,2.0,1416,9600
2777,Densidade Residencial Média,Old Town,2 andares,7,1900,4,2.0,1,2.0,1428,6451
2778,Densidade Residencial Média,Old Town,2 andares,8,1930,2,1.0,1,1.0,1004,3960
2779,Densidade Residencial Média,Old Town,2 andares,6,1900,4,2.0,2,2.0,1951,7745
2780,Densidade Residencial Média,Old Town,1 andar,5,1924,2,1.0,1,1.0,1032,7741
2781,Densidade Residencial Média,Old Town,1 andar,7,1925,2,1.0,1,1.0,844,5633
2782,Densidade Residencial Média,Old Town,1 andar,5,1950,2,1.0,1,1.0,864,7200
2783,Densidade Residencial Média,Old Town,2 andares,5,1905,2,1.0,1,1.0,1376,7614
2784,Densidade Residencial Média,Old Town,1 andar,7,1955,3,2.0,1,2.0,960,6000
2785,Densidade Residencial Média,Old Town,2 andares,7,1924,5,2.0,1,2.0,1566,6000
2786,Densidade Residencial Média,Old Town,1 andar,5,1921,1,1.0,1,2.0,492,7830
2787,Densidade Residencial Média,Old Town,2 andares,7,1945,3,1.0,1,2.0,1182,9576
2788,Densidade Residencial Média,Old Town,1 andar,4,1920,2,1.0,1,1.0,840,5747
2789,Densidade Residencial Média,Old Town,2 andares,6,1910,5,2.0,1,2.0,2104,6300
2790,Densidade Residencial Média,Old Town,2 andares,7,1920,2,0.0,2,2.0,1248,5976
2791,Densidade Residencial Média,Old Town,1 andar,5,1958,3,2.0,1,1.0,960,9750
2792,C (all),Iowa DOT and Rail Road,2 andares,3,1918,2,0.0,1,1.0,1020,4761
2793,Densidade Residencial Baixa,Brookside,2 andares,7,1924,2,1.0,1,1.0,1827,11737
2794,Densidade Residencial Média,Brookside,2 andares,5,1930,3,1.0,1,2.0,1162,6120
2795,Densidade Residencial Média,Brookside,2 andares,7,1930,3,1.0,1,1.0,1324,6120
2796,Densidade Residencial Baixa,Brookside,1 andar,5,1925,2,1.0,1,1.0,816,11672
2797,Densidade Residencial Média,Old Town,2 andares,5,1962,5,2.0,1,2.0,2486,33120
2798,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,5,1924,3,2.0,1,2.0,1430,10320
2799,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,8,1910,3,1.0,1,1.0,1330,7518
2800,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,4,1919,2,0.0,1,1.0,819,9000
2801,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,6,1930,3,1.0,1,1.0,984,7200
2802,Densidade Residencial Baixa,Sawyer,2 andares,5,1951,3,1.0,1,2.0,1422,12375
2803,Densidade Residencial Baixa,Sawyer,1 andar,5,1964,4,2.0,2,2.0,1921,11136
2804,Densidade Residencial Baixa,Sawyer,1 andar,5,1950,3,2.0,1,1.0,1640,21370
2805,Densidade Residencial Baixa,Edwards,1 andar,7,1935,2,1.0,1,1.0,1032,8250
2806,Densidade Residencial Baixa,South & West of Iowa State University,1 andar,3,1936,2,1.0,1,1.0,879,5220
2807,Densidade Residencial Baixa,South & West of Iowa State University,1 andar,5,2004,2,1.0,1,3.0,1073,5500
2808,Densidade Residencial Baixa,Sawyer,1 andar,6,1967,3,2.0,1,2.0,1064,11327
2809,Densidade Residencial Baixa,Sawyer,2 andares,7,1964,2,1.0,1,2.0,934,10366
2810,Densidade Residencial Baixa,Sawyer,1 andar,6,1966,3,1.0,1,2.0,1059,9000
2811,Densidade Residencial Baixa,Sawyer,1 andar,5,1967,3,2.0,1,3.0,1458,9535
2812,Densidade Residencial Baixa,Sawyer,2 andares,6,1978,3,2.0,1,2.0,1040,7176
2813,Densidade Residencial Baixa,Sawyer,1 andar,4,1977,6,2.0,2,2.0,1967,9662
2814,Densidade Residencial Baixa,Sawyer,1 andar,4,1977,6,2.0,2,2.0,1949,8235
2815,Densidade Residencial Baixa,Sawyer,1 andar,5,1924,2,1.0,1,1.0,872,17529
2816,Densidade Residencial Baixa,Clear Creek,1 andar,6,1967,2,2.0,1,2.0,1830,20355
2817,Densidade Residencial Baixa,Clear Creek,1 andar,6,1963,1,2.0,1,2.0,1000,13050
2818,Densidade Residencial Baixa,Sawyer,2 andares,7,1971,2,2.0,1,2.0,810,10820
2819,Densidade Residencial Baixa,Clear Creek,2 andares,5,1980,2,1.0,1,4.0,1700,1700
2820,Densidade Residencial Baixa,Edwards,1 andar,5,1954,3,2.0,1,2.0,1350,9375
2821,Densidade Residencial Baixa,Edwards,2 andares,5,1942,3,1.0,1,1.0,1150,6488
2822,Densidade Residencial Baixa,Edwards,2 andares,7,1928,4,3.0,1,2.0,2009,19950
2823,Densidade Residencial Baixa,Edwards,2 andares,8,1935,5,2.0,1,4.0,3672,19800
2824,Densidade Residencial Baixa,Edwards,2 andares,5,1962,3,2.0,1,3.0,1560,11679
2825,Densidade Residencial Baixa,Edwards,1 andar,6,1952,3,2.0,1,1.0,1488,12048
2826,Densidade Residencial Baixa,Edwards,1 andar,8,1955,3,1.0,1,2.0,1057,10519
2827,Densidade Residencial Baixa,Edwards,2 andares,5,1953,5,1.0,1,2.0,1609,9525
2828,Densidade Residencial Baixa,Sawyer West,2 andares,4,1989,4,2.0,1,3.0,2559,12128
2829,Densidade Residencial Baixa,Sawyer West,2 andares,8,1993,2,4.0,2,4.0,1440,9069
2830,Densidade Residencial Baixa,College Creek,2 andares,5,2005,3,3.0,1,3.0,1876,11003
2831,Densidade Residencial Baixa,College Creek,1 andar,5,2005,2,2.0,1,2.0,1208,7488
2832,Densidade Residencial Baixa,College Creek,1 andar,5,2006,3,2.0,1,3.0,1846,13377
2833,Densidade Residencial Baixa,College Creek,1 andar,5,2005,2,3.0,1,4.0,1590,11645
2834,Densidade Residencial Baixa,College Creek,2 andares,5,2005,3,2.0,1,3.0,1809,10984
2835,Densidade Residencial Baixa,College Creek,1 andar,5,2005,3,2.0,1,2.0,1614,9316
2836,Densidade Residencial Baixa,College Creek,2 andares,5,2005,3,2.0,1,3.0,1596,9316
2837,Densidade Residencial Baixa,Clear Creek,1 andar,5,1968,3,2.0,1,3.0,1388,12000
2838,Densidade Residencial Baixa,College Creek,1 andar,6,1996,3,2.0,1,2.0,1100,13015
2839,Densidade Residencial Baixa,College Creek,2 andares,5,1995,3,2.0,1,3.0,1499,12438
2840,Densidade Residencial Baixa,College Creek,1 andar,5,1998,3,2.0,1,3.0,1425,8685
2841,Densidade Residencial Baixa,College Creek,2 andares,5,1999,3,2.0,1,3.0,1749,9272
2842,Densidade Residencial Baixa,College Creek,2 andares,5,1999,3,2.0,1,4.0,1779,13426
2843,Densidade Residencial Baixa,College Creek,2 andares,6,1977,3,1.0,1,2.0,1388,8340
2844,Densidade Residencial Baixa,College Creek,2 andares,6,1978,3,3.0,1,3.0,1282,10385
2845,Densidade Residencial Baixa,College Creek,1 andar,8,1972,3,1.0,1,1.0,864,7200
2846,Densidade Residencial Baixa,College Creek,2 andares,5,2002,3,2.0,1,3.0,1762,9930
2847,Densidade Residencial Baixa,College Creek,2 andares,5,1999,3,2.0,1,4.0,1755,9468
2848,Densidade Residencial Baixa,College Creek,1 andar,5,2002,1,2.0,1,3.0,1358,11088
2849,Densidade Residencial Baixa,College Creek,2 andares,5,2002,4,2.0,1,3.0,1909,8726
2850,Densidade Residencial Baixa,College Creek,2 andares,5,1999,3,3.0,1,4.0,2214,10566
2851,Densidade Residencial Baixa,College Creek,2 andares,5,1996,4,2.0,1,3.0,2049,21533
2852,Densidade Residencial Baixa,College Creek,2 andares,5,1998,3,3.0,1,4.0,1939,11250
2853,Densidade Residencial Baixa,College Creek,2 andares,5,1995,4,2.0,1,4.0,1995,11250
2854,Densidade Residencial Média,College Creek,1 andar,5,2003,1,2.0,1,2.0,848,4435
