Id,tipo_moradia,localização,andares,nota_casa,ano_contrucao,preco,banheiros,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote (n útil)
1159,Densidade Residencial Baixa,Somerset,1 andar,5,2007,235128,3,3,1,2,1580,11932
1160,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1974,185000,4,2,1,3,1876,9120
1161,Densidade Residencial Baixa,Northpark Villa,2 andares,5,1978,146000,3,2,1,3,1456,2280
1162,Densidade Residencial Baixa,Crawford,1 andar,7,1954,224000,3,2,1,2,1640,14778
1163,Densidade Residencial Baixa,Sawyer,1 andar,5,1968,129000,3,2,1,1,894,8724
1164,Densidade Residencial Baixa,Sawyer,2 andares,4,1969,108959,0,2,2,4,1258,12900
1165,Densidade Residencial Baixa,Veenker,2 andares,7,1978,194000,2,2,1,3,1432,16157
1166,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2009,233170,3,2,1,2,1502,9541
1167,Densidade Residencial Baixa,College Creek,1 andar,5,2008,245350,3,3,1,2,1694,10475
1168,Densidade Residencial Baixa,Gilbert,2 andares,5,2000,173000,3,2,1,4,1671,10852
1169,Densidade Residencial Baixa,Edwards,2 andares,7,1935,235000,4,2,1,2,2108,13728
1170,Densidade Residencial Baixa,Northridge,2 andares,5,1995,625000,4,3,1,5,3627,35760
1171,Densidade Residencial Baixa,Mitchell,2 andares,6,1977,171000,3,1,1,2,1118,9880
1172,Densidade Residencial Baixa,NAmes,1 andar,6,1958,163000,3,2,1,2,1261,9120
1173,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2006,171900,2,2,1,3,1250,4017
1174,Densidade Residencial Baixa,Clear Creek,2 andares,6,1946,200500,3,0,1,3,3086,18030
1175,Densidade Residencial Baixa,Crawford,2 andares,8,1932,239000,4,2,1,3,2345,16560
1176,Densidade Residencial Baixa,Northridge,2 andares,5,1992,285000,4,2,1,3,2872,10678
1177,Densidade Residencial Baixa,Mitchell,1 andar,5,1984,119500,3,1,1,2,923,6951
1178,Densidade Residencial Média,Old Town,2 andares,8,1926,115000,3,1,1,1,1224,3950
1179,Densidade Residencial Baixa,Crawford,2 andares,6,1921,154900,3,1,1,2,1343,7681
1180,Densidade Residencial Baixa,Edwards,1 andar,5,1954,93000,3,0,1,1,1124,8335
1181,Densidade Residencial Baixa,Timberland,2 andares,5,1990,250000,4,2,1,3,2514,11170
1182,Densidade Residencial Média,Crawford,1 andar,5,2008,392500,2,2,1,4,1652,5587
1183,Densidade Residencial Baixa,Northridge,2 andares,5,1996,745000,4,3,1,5,4476,15623
1184,Densidade Residencial Baixa,Old Town,1 andar,6,1920,120000,2,2,1,2,1130,10800
1185,Densidade Residencial Baixa,Timberland,1 andar,4,1963,186700,3,3,1,3,1572,35133
1186,Densidade Residencial Baixa,Edwards,2 andares,7,1924,104900,4,1,1,2,1221,9738
1187,Densidade Residencial Baixa,Old Town,2 andares,5,1900,95000,3,2,2,3,1699,10615
1188,Densidade Residencial Baixa,Northridge,1 andar,5,1994,262000,2,3,1,3,1624,12461
1189,Densidade Residencial Baixa,College Creek,2 andares,5,2002,195000,3,2,1,3,1660,8935
1190,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,189000,3,2,1,3,1804,7500
1191,Densidade Residencial Baixa,Mitchell,1 andar,4,1961,168000,3,4,1,2,1622,32463
1192,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,174000,2,2,1,3,1441,2645
1193,Densidade Residencial Média,Old Town,2 andares,8,1925,125000,3,1,1,1,1472,9600
1194,Densidade Residencial Média,Mitchell,1 andar,5,1999,165000,2,2,1,3,1224,4500
1195,Densidade Residencial Baixa,Sawyer,2 andares,7,1969,158000,4,1,1,2,1352,9364
1196,Densidade Residencial Baixa,Gilbert,2 andares,5,2005,176000,3,2,1,3,1456,8029
1197,Densidade Residencial Baixa,Gilbert,2 andares,5,2006,219210,4,3,1,3,1863,14054
1198,Densidade Residencial Média,Old Town,2 andares,6,1916,144000,3,1,1,1,1690,8850
1199,Densidade Residencial Baixa,College Creek,1 andar,5,2001,178000,3,2,1,2,1212,9100
1200,Densidade Residencial Baixa,Sawyer,1 andar,5,1963,148000,3,2,1,2,1382,11235
1201,Densidade Residencial Baixa,NAmes,1 andar,5,1970,116050,3,1,1,1,864,9353
1202,Densidade Residencial Baixa,College Creek,2 andares,5,1998,197900,3,2,1,3,1779,10400
1203,Densidade Residencial Média,Brookside,2 andares,8,1925,117000,3,1,1,2,1348,6000
1204,Densidade Residencial Baixa,College Creek,1 andar,5,2000,213000,3,2,1,2,1630,9750
1205,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1975,153500,3,2,1,3,1074,10140
1206,Densidade Residencial Baixa,Sawyer West,1 andar,7,1990,271900,3,3,1,2,2196,14684
1207,Densidade Residencial Alta,Sawyer West,1 andar,4,1966,107000,2,1,1,2,1056,8900
1208,Densidade Residencial Baixa,College Creek,1 andar,5,2003,200000,3,2,1,3,1700,9135
1209,Densidade Residencial Baixa,NAmes,1 andar,7,1962,140000,3,2,1,2,1283,7763
1210,Densidade Residencial Baixa,Somerset,1 andar,5,2006,290000,3,2,1,3,1660,10182
1211,Densidade Residencial Baixa,Sawyer West,2 andares,5,1992,189000,3,2,1,3,1845,11218
1212,Densidade Residencial Baixa,Gilbert,2 andares,7,1988,164000,4,2,1,2,1752,12134
1213,Densidade Residencial Baixa,Edwards,1 andar,6,1941,113000,2,1,1,2,672,9340
1214,Densidade Residencial Baixa,Sawyer,2 andares,9,1965,145000,0,1,1,2,960,10246
1215,Densidade Residencial Baixa,NAmes,2 andares,5,1962,134500,3,1,1,2,999,10205
1216,Densidade Residencial Baixa,Sawyer,1 andar,5,1966,125000,3,1,1,1,894,7094
1217,Densidade Residencial Média,Sawyer,2 andares,5,1978,112000,4,2,2,2,1902,8930
1218,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2009,229456,3,2,1,3,1314,8640
1219,Densidade Residencial Média,Brookside,2 andares,5,1947,80500,2,0,1,1,912,6240
1220,Densidade Residencial Média,Briardale,2 andares,5,1971,91500,3,0,1,2,1218,1680
1221,Densidade Residencial Baixa,NAmes,1 andar,5,1964,115000,2,1,1,1,912,7800
1222,Densidade Residencial Baixa,Sawyer,1 andar,5,1968,134000,3,1,1,1,1211,8250
1223,Densidade Residencial Baixa,NAmes,2 andares,6,1949,143000,3,1,1,2,1846,10496
1224,Densidade Residencial Baixa,NAmes,1 andar,3,1951,137900,4,2,1,2,2136,10680
1225,Densidade Residencial Baixa,Gilbert,2 andares,5,2004,184000,3,2,1,4,1490,15384
1226,Densidade Residencial Baixa,NAmes,2 andares,8,1958,145000,3,1,1,2,1138,10482
1227,Densidade Residencial Baixa,Somerset,2 andares,5,2007,214000,4,3,1,3,1933,14598
1228,Densidade Residencial Baixa,NAmes,1 andar,8,1965,147000,2,2,1,2,912,8872
1229,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2008,367294,1,3,1,3,1702,8769
1230,Densidade Residencial Baixa,NAmes,2 andares,5,1960,127000,4,1,1,2,1507,7910
1231,Densidade Residencial Baixa,Sawyer,2 andares,5,1977,190000,4,2,2,4,2620,18890
1232,Densidade Residencial Baixa,NAmes,2 andares,6,1962,132500,3,2,1,2,1190,7728
1233,Densidade Residencial Baixa,NAmes,1 andar,5,1962,101800,2,2,2,2,1224,9842
1234,Densidade Residencial Baixa,NAmes,1 andar,5,1959,142000,3,2,1,2,1188,12160
1235,Densidade Residencial Alta,South & West of Iowa State University,2 andares,6,1911,130000,4,0,1,2,1964,8525
1236,Densidade Residencial Baixa,Crawford,2 andares,5,1914,138887,4,1,1,2,1784,13132
1237,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2003,175500,2,2,1,3,1626,2628
1238,Densidade Residencial Baixa,College Creek,2 andares,5,2004,195000,4,2,1,3,1948,12393
1239,Densidade Residencial Baixa,Sawyer West,1 andar,5,2005,142500,3,2,1,2,1141,13072
1240,Densidade Residencial Baixa,Timberland,1 andar,5,2006,265900,2,2,1,2,1484,9037
1241,Densidade Residencial Baixa,College Creek,2 andares,5,2003,224900,3,2,1,4,1768,8158
1242,Densidade Residencial Baixa,Somerset,1 andar,6,2007,248328,3,3,1,2,1689,9849
1243,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1974,170000,3,2,1,3,1173,10625
1244,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,465000,2,3,1,4,2076,13891
1245,Densidade Residencial Baixa,Crawford,2 andares,7,1929,230000,3,2,1,1,1517,11435
1246,Densidade Residencial Baixa,Northwest Ames,2 andares,7,1984,178000,3,2,1,4,1868,12090
1247,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,186500,3,2,1,3,1553,8125
1248,Densidade Residencial Baixa,Mitchell,2 andares,5,1976,169900,3,3,1,2,1034,12328
1249,Densidade Residencial Média,Old Town,2 andares,5,1917,129500,3,2,1,2,2058,9600
1250,Densidade Residencial Baixa,NAmes,1 andar,7,1950,119000,3,1,1,1,988,7200
1251,Densidade Residencial Baixa,NAmes,1 andar,5,1968,244000,3,2,1,4,2110,11160
1252,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2003,171750,2,2,1,2,1405,3136
1253,Densidade Residencial Baixa,Mitchell,1 andar,6,1968,130000,3,1,1,2,874,9858
1254,Densidade Residencial Baixa,Veenker,2 andares,7,1974,294000,3,2,1,4,2167,17542
1255,Densidade Residencial Baixa,Edwards,2 andares,5,2003,165400,3,2,1,3,1656,6931
1256,Densidade Residencial Média,Brookside,2 andares,6,1931,127500,3,1,1,1,1367,6240
1257,Densidade Residencial Baixa,Northridge,1 andar,5,1994,301500,2,2,1,3,1987,14303
1258,Densidade Residencial Baixa,Edwards,1 andar,8,1922,99900,2,0,1,1,864,4060
1259,Densidade Residencial Baixa,Gilbert,2 andares,5,2005,190000,2,2,1,3,1166,9587
1260,Densidade Residencial Baixa,NAmes,1 andar,8,1969,151000,3,2,1,3,1054,9750
1261,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,181000,3,2,1,3,1675,24682
1262,Densidade Residencial Baixa,NAmes,1 andar,6,1956,128900,2,1,1,1,1050,9600
1263,Densidade Residencial Baixa,Clear Creek,2 andares,5,1957,161500,5,1,1,2,1788,11250
1264,Densidade Residencial Baixa,Brookside,2 andares,6,1919,180500,3,2,1,1,1824,13515
1265,Densidade Residencial Alta,NAmes,1 andar,5,1998,181000,2,2,1,3,1337,4060
1266,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,183900,3,2,1,4,1452,3735
1267,Densidade Residencial Média,Old Town,2 andares,4,1910,122000,4,1,2,2,1889,10120
1268,Densidade Residencial Baixa,Timberland,1 andar,5,2008,378500,3,3,1,2,2018,13214
1269,Densidade Residencial Baixa,Crawford,2 andares,9,1935,381000,4,3,1,4,3447,14100
1270,Densidade Residencial Baixa,NAmes,2 andares,5,1958,144000,3,1,1,2,1524,11344
1271,Densidade Residencial Baixa,Clear Creek,1 andar,6,1979,260000,0,2,1,3,1524,23595
1272,Densidade Residencial Baixa,Northwest Ames,1 andar,7,1968,185750,3,2,1,2,1489,9156
1273,Densidade Residencial Baixa,Sawyer,1 andar,6,1965,137000,3,1,1,2,935,13526
1274,Densidade Residencial Baixa,Edwards,2 andares,7,1959,177000,2,1,1,2,1357,11512
1275,Densidade Residencial Baixa,Crawford,2 andares,6,1910,139000,3,2,1,2,1250,5362
1276,Densidade Residencial Baixa,NAmes,2 andares,5,1948,137000,4,2,2,2,1920,11345
1277,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1972,162000,3,2,1,3,1395,12936
1278,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1967,197900,3,2,1,3,1724,17871
1279,Densidade Residencial Baixa,College Creek,2 andares,5,2002,237000,3,2,1,4,2031,9473
1280,C (all),Iowa DOT and Rail Road,2 andares,4,1920,68400,2,2,1,1,1128,7500
1281,Densidade Residencial Baixa,College Creek,1 andar,5,2002,227000,3,2,1,3,1573,9808
1282,Densidade Residencial Baixa,Timberland,1 andar,5,1990,180000,2,2,1,3,1339,8049
1283,Densidade Residencial Baixa,College Creek,1 andar,7,1977,150500,3,2,1,2,1040,8800
1284,Densidade Residencial Baixa,Mitchell,2 andares,5,1971,139000,4,0,2,4,1824,9400
1285,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,7,1919,169000,4,1,1,2,2447,9638
1286,Densidade Residencial Média,Brookside,2 andares,6,1939,132500,4,1,1,1,1412,6000
1287,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1963,143000,3,2,1,3,1328,9790
1288,Densidade Residencial Baixa,Clear Creek,1 andar,5,1964,190000,4,2,1,3,1582,36500
1289,Densidade Residencial Baixa,Stone Brook,1 andar,5,2000,278000,2,2,1,3,1659,5664
1290,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2006,281000,3,3,1,3,1970,11065
1291,Densidade Residencial Baixa,NAmes,2 andares,7,1964,180500,3,2,1,2,1152,14112
1292,Densidade Residencial Média,Briardale,2 andares,7,1972,119500,3,1,1,3,1302,1680
1293,Densidade Residencial Média,Old Town,2 andares,4,1892,107500,4,1,2,2,2372,6600
1294,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1976,162900,4,2,1,3,1664,10140
1295,Densidade Residencial Baixa,Edwards,1 andar,7,1955,115000,2,2,1,2,864,8172
1296,Densidade Residencial Baixa,NAmes,1 andar,5,1968,138500,3,1,1,3,1052,8400
1297,Densidade Residencial Baixa,NAmes,1 andar,6,1963,155000,3,2,1,3,1128,8700
1298,Densidade Residencial Média,Edwards,2 andares,5,2005,140000,2,2,1,3,1072,3675
1299,Densidade Residencial Baixa,Edwards,2 andares,5,2008,160000,3,2,1,5,5642,63887
1300,Densidade Residencial Baixa,NAmes,1 andar,7,1959,154000,3,1,1,3,1246,7500
1301,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,225000,3,2,1,3,1983,10762
1302,Densidade Residencial Baixa,Crawford,2 andares,7,1942,177500,3,1,1,1,1494,7500
1303,Densidade Residencial Baixa,Northridge,2 andares,5,1994,290000,4,3,1,4,2526,10120
1304,Densidade Residencial Baixa,Somerset,1 andar,5,2005,232000,3,3,1,2,1616,8688
1305,Densidade Residencial Média,Edwards,2 andares,5,2004,130000,3,2,1,2,1708,3363
1306,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,325000,2,2,1,3,1652,13173
1307,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,202500,2,2,1,2,1368,6955
1308,Densidade Residencial Baixa,College Creek,1 andar,5,1994,138000,3,2,1,2,990,8072
1309,Densidade Residencial Média,Old Town,1 andar,7,1948,147000,2,2,1,2,1122,12000
1310,Densidade Residencial Baixa,Sawyer West,1 andar,5,1991,179200,3,2,1,3,1294,7153
1311,Densidade Residencial Baixa,Crawford,1 andar,8,1959,335000,3,2,1,3,1902,17500
1312,Densidade Residencial Baixa,College Creek,1 andar,5,2005,203000,3,2,1,3,1274,8814
1313,Densidade Residencial Baixa,Northridge,2 andares,5,1990,302000,4,2,1,3,2810,9572
1314,Densidade Residencial Baixa,Northridge,2 andares,5,1999,333168,4,3,1,3,2599,14774
1315,Densidade Residencial Baixa,Edwards,1 andar,6,1954,119000,3,1,1,2,948,8190
1316,Densidade Residencial Baixa,NAmes,2 andares,5,1969,206900,4,2,1,3,2112,11075
1317,Densidade Residencial Baixa,College Creek,1 andar,5,2008,295493,3,3,1,3,1630,10226
1318,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,208900,2,2,1,2,1352,4230
1319,Densidade Residencial Baixa,College Creek,1 andar,5,2001,275000,3,3,1,2,1787,14781
1320,Densidade Residencial Baixa,Edwards,1 andar,5,1954,111000,3,1,1,1,948,10215
1321,Densidade Residencial Baixa,NAmes,1 andar,3,1957,156500,3,2,1,3,1478,8400
1322,Densidade Residencial Baixa,Brookside,1 andar,6,1949,72500,2,1,1,1,720,6627
1323,Densidade Residencial Baixa,Northridge,2 andares,5,1992,190000,3,2,1,4,1923,10186
1324,Densidade Residencial Baixa,Brookside,1 andar,7,1940,82500,2,0,1,1,708,5330
1325,Densidade Residencial Baixa,Somerset,1 andar,5,2006,147000,2,3,1,2,1795,9986
1326,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,4,1922,55000,2,0,1,1,796,3636
1327,Densidade Residencial Alta,Edwards,1 andar,6,1931,79000,3,0,1,1,774,4270
1328,Densidade Residencial Baixa,Mitchell,1 andar,9,1982,130500,3,1,1,2,816,6600
1329,Densidade Residencial Média,Old Town,2 andares,7,1920,256000,5,2,1,2,2792,10440
1330,Densidade Residencial Baixa,Gilbert,2 andares,5,1998,176500,3,2,1,3,1632,9084
1331,Densidade Residencial Baixa,Somerset,1 andar,5,2006,227000,3,3,1,2,1588,10000
1332,Densidade Residencial Baixa,College Creek,2 andares,5,1976,132500,3,2,1,1,954,10780
1333,Densidade Residencial Baixa,Edwards,1 andar,6,1938,100000,2,1,1,2,816,8877
1334,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1938,125500,2,1,1,2,1360,7200
1335,Densidade Residencial Média,Briardale,2 andares,6,1970,125000,3,2,1,2,1365,2368
1336,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1977,167900,2,2,1,3,1334,9650
1337,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1973,135000,4,2,2,2,1656,9246
1338,Densidade Residencial Média,Old Town,1 andar,4,1941,52500,2,0,1,1,693,4118
1339,Densidade Residencial Baixa,College Creek,2 andares,5,2002,200000,3,2,1,4,1861,13450
1340,Densidade Residencial Baixa,College Creek,1 andar,7,1972,128500,3,1,1,1,864,9560
1341,Densidade Residencial Baixa,NAmes,1 andar,5,1971,123000,3,4,1,1,872,8294
1342,Densidade Residencial Baixa,Sawyer West,1 andar,5,2003,155000,3,2,1,2,1114,13695
1343,Densidade Residencial Baixa,College Creek,2 andares,5,2002,228500,3,2,1,3,2169,9375
1344,Densidade Residencial Baixa,Crawford,2 andares,6,1928,177000,3,2,1,2,1913,7558
1345,Densidade Residencial Baixa,College Creek,2 andares,5,2006,155835,3,2,1,3,1456,11103
1346,Densidade Residencial Média,Old Town,1 andar,4,1920,108500,2,1,1,1,960,6000
1347,Densidade Residencial Baixa,Northwest Ames,1 andar,7,1968,262500,3,2,1,2,2156,20781
1348,Densidade Residencial Baixa,Timberland,1 andar,5,2006,283463,3,3,1,3,1776,15306
1349,Densidade Residencial Baixa,Sawyer West,1 andar,5,1998,215000,3,2,1,3,1494,16196
1350,Densidade Residencial Média,Old Town,2 andares,5,1872,122000,4,0,1,2,2358,5250
1351,Densidade Residencial Baixa,NAmes,2 andares,5,1969,200000,6,4,2,6,2634,11643
1352,Densidade Residencial Baixa,NAmes,2 andares,6,1962,171000,4,2,1,2,1716,9247
1353,Densidade Residencial Média,Brookside,2 andares,9,1937,134900,2,2,1,1,1176,6000
1354,Densidade Residencial Baixa,Northridge,2 andares,5,1995,410000,4,3,1,4,3238,14720
1355,Densidade Residencial Baixa,College Creek,2 andares,5,2000,235000,3,3,1,4,1865,10316
1356,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1968,170000,4,2,1,3,1920,10192
1357,Densidade Residencial Baixa,NAmes,1 andar,5,1966,110000,3,1,1,1,892,9477
1358,Densidade Residencial Baixa,NAmes,1 andar,6,1971,149900,3,2,1,3,1078,12537
1359,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2000,177500,3,2,1,3,1573,2117
1360,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2004,315000,3,3,1,3,1980,16737
1361,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,6,1921,189000,4,2,1,4,2601,9842
1362,Densidade Residencial Baixa,Stone Brook,1 andar,5,2005,260000,3,2,1,3,1530,16158
1363,Densidade Residencial Baixa,NAmes,2 andares,4,1920,104900,4,1,1,2,1738,12513
1364,Densidade Residencial Baixa,Gilbert,2 andares,5,2006,156932,3,2,1,3,1412,8499
1365,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,144152,2,2,1,3,1200,3180
1366,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2000,216000,3,2,1,4,1674,7500
1367,Densidade Residencial Baixa,College Creek,2 andares,5,1999,193000,3,2,1,4,1790,9179
1368,Densidade Residencial Média,Meadow Village,2 andares,6,1977,127000,4,1,1,2,1475,2665
1369,Densidade Residencial Média,College Creek,1 andar,5,2003,144000,1,2,1,2,848,4435
1370,Densidade Residencial Baixa,College Creek,1 andar,5,2003,232000,3,2,1,3,1668,10635
1371,Densidade Residencial Baixa,Old Town,2 andares,6,1920,105000,2,1,1,1,1374,5400
1372,Densidade Residencial Baixa,NAmes,2 andares,6,1955,165500,3,1,1,2,1661,9600
1373,Densidade Residencial Baixa,College Creek,2 andares,6,1998,274300,3,2,1,4,2097,9750
1374,Densidade Residencial Baixa,Northridge,1 andar,5,2001,466500,2,3,1,4,2633,11400
1375,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,250000,3,3,1,3,1958,10625
1376,Densidade Residencial Baixa,Timberland,1 andar,5,2007,239000,3,3,1,2,1571,10991
1377,Densidade Residencial Baixa,South & West of Iowa State University,1 andar,5,1930,91000,2,1,1,1,790,6292
1378,Densidade Residencial Baixa,Edwards,2 andares,5,1941,117000,3,2,1,2,1604,10998
1379,Densidade Residencial Média,Briardale,2 andares,5,1973,83000,2,1,1,2,987,1953
1380,Densidade Residencial Baixa,Timberland,2 andares,5,2006,167500,3,2,1,3,1394,9735
1381,Densidade Residencial Baixa,Edwards,1 andar,3,1914,58500,2,1,1,2,864,8212
1382,Densidade Residencial Baixa,NAmes,1 andar,7,1970,237500,4,2,1,3,2117,12925
1383,Densidade Residencial Média,Old Town,2 andares,7,1920,157000,4,2,1,3,1762,7200
1384,Densidade Residencial Baixa,Sawyer,1 andar,7,1918,112000,3,2,1,2,1416,25339
1385,Densidade Residencial Baixa,Edwards,2 andares,5,1939,105000,2,1,1,1,1258,9060
1386,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,8,1922,125500,3,1,1,2,1154,5436
1387,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1978,250000,5,2,1,5,2784,16692
1388,Densidade Residencial Média,Old Town,2 andares,7,1916,136000,5,1,1,2,2526,8520
1389,Densidade Residencial Baixa,Gilbert,1 andar,5,2006,377500,3,3,1,3,1746,14892
1390,Densidade Residencial Média,Brookside,2 andares,6,1941,131000,3,2,1,2,1218,6000
1391,Densidade Residencial Baixa,College Creek,1 andar,5,2000,235000,3,2,1,3,1525,9100
1392,Densidade Residencial Baixa,NAmes,1 andar,5,1967,124000,4,3,2,2,1584,8944
1393,Densidade Residencial Baixa,NAmes,2 andares,5,1967,123000,3,1,1,2,900,7838
1394,Densidade Residencial Média,Old Town,2 andares,7,1905,163000,3,2,2,2,1912,10800
1395,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2006,246578,2,3,1,3,1500,4045
1396,Densidade Residencial Baixa,Timberland,2 andares,5,2005,281213,4,3,1,3,2482,12665
1397,Densidade Residencial Baixa,Timberland,1 andar,5,1948,160000,3,2,1,2,1687,57200
1398,Densidade Residencial Média,Brookside,2 andares,8,1920,137500,4,1,1,2,1513,6120
1399,Densidade Residencial Baixa,NAmes,2 andares,4,1950,138000,3,1,1,3,1904,7200
1400,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,6,1925,137450,3,1,1,3,1608,6171
1401,Densidade Residencial Média,Brookside,2 andares,7,1929,120000,3,1,1,1,1158,6000
1402,Densidade Residencial Baixa,Gilbert,2 andares,5,2004,193000,3,2,1,4,1593,7415
1403,Densidade Residencial Baixa,College Creek,1 andar,5,2006,193879,2,2,1,2,1294,6762
1404,Densidade Residencial Baixa,Somerset,1 andar,5,2007,282922,3,3,1,3,1464,15256
1405,Densidade Residencial Baixa,Old Town,2 andares,4,1915,105000,3,3,1,1,1214,10410
1406,Densidade Residencial Média,Crawford,1 andar,5,2004,275000,2,2,1,4,1646,3842
1407,Densidade Residencial Baixa,College Creek,2 andares,7,1972,133000,2,2,1,2,768,8445
1408,Densidade Residencial Baixa,Mitchell,1 andar,5,1985,112000,3,0,1,2,833,8780
1409,Densidade Residencial Média,Old Town,2 andares,7,1910,125500,3,2,1,1,1363,7740
1410,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1986,215000,3,2,1,3,2093,20544
1411,Densidade Residencial Baixa,College Creek,2 andares,5,2001,230000,3,2,1,4,1840,12420
1412,Densidade Residencial Baixa,NAmes,2 andares,8,1950,140000,3,1,1,2,1668,9600
1413,Densidade Residencial Baixa,NAmes,1 andar,5,1949,90000,2,2,2,2,1040,7200
1414,Densidade Residencial Baixa,Sawyer West,1 andar,5,2005,257000,2,2,1,3,1844,10994
1415,Densidade Residencial Baixa,Brookside,2 andares,7,1923,207000,4,2,1,2,1848,13053
1416,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2007,175900,1,3,1,3,1569,3635
1417,Densidade Residencial Média,Old Town,2 andares,6,1885,122500,4,2,2,2,2290,11340
1418,Densidade Residencial Baixa,Northridge,2 andares,5,1998,340000,3,3,1,4,2450,16545
1419,Densidade Residencial Baixa,NAmes,1 andar,5,1963,124000,3,1,1,3,1144,9204
1420,Densidade Residencial Baixa,Crawford,1 andar,5,1969,223000,3,2,1,3,1844,16381
1421,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1968,179900,3,2,1,3,1416,11700
1422,Densidade Residencial Baixa,Northpark Villa,1 andar,5,1977,127500,2,2,1,2,1069,4043
1423,Densidade Residencial Média,College Creek,1 andar,5,2003,136500,1,2,1,2,848,4435
1424,Densidade Residencial Baixa,Edwards,2 andares,7,1966,274970,4,2,1,2,2201,19690
1425,Densidade Residencial Baixa,NAmes,1 andar,5,1958,144000,2,1,1,2,1344,9503
1426,Densidade Residencial Baixa,NAmes,1 andar,6,1959,142000,3,2,1,1,1252,10721
1427,Densidade Residencial Baixa,Northridge,2 andares,5,1994,271000,3,2,1,4,2127,10944
1428,Densidade Residencial Baixa,NAmes,2 andares,6,1945,140000,3,1,1,3,1558,10930
1429,Densidade Residencial Média,Old Town,1 andar,7,1940,119000,2,1,1,2,804,7200
1430,Densidade Residencial Baixa,Northwest Ames,1 andar,7,1981,182900,3,2,1,2,1440,12546
1431,Densidade Residencial Baixa,Gilbert,2 andares,5,2005,192140,4,2,1,3,1838,21930
1432,Densidade Residencial Baixa,Northpark Villa,1 andar,6,1976,143750,2,2,1,2,958,4928
1433,Densidade Residencial Baixa,Old Town,1 andar,6,1927,64500,4,1,1,2,968,10800
1434,Densidade Residencial Baixa,Gilbert,2 andares,5,2000,186500,3,2,1,4,1792,10261
1435,Densidade Residencial Baixa,Mitchell,1 andar,5,1977,160000,3,2,1,3,1126,17400
1436,Densidade Residencial Baixa,NAmes,1 andar,9,1962,174000,3,2,1,3,1537,8400
1437,Densidade Residencial Baixa,NAmes,1 andar,6,1971,120500,3,2,1,1,864,9000
1438,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2008,394617,2,3,1,3,1932,12444
1439,Densidade Residencial Média,Old Town,1 andar,7,1957,149700,2,2,1,2,1236,7407
1440,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1979,197000,3,2,1,3,1725,11584
1441,Densidade Residencial Baixa,Crawford,2 andares,7,1922,191000,3,2,1,2,2555,11526
1442,Densidade Residencial Média,College Creek,1 andar,5,2004,149300,1,2,1,2,848,4426
1443,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2008,310000,3,3,1,4,2007,11003
1444,Densidade Residencial Baixa,Brookside,2 andares,6,1916,121000,2,1,1,1,952,8854
